product_id,bullet_point,sort_order
USW-Enterprise-8-PoE(120W),Easy to deploy and manage,2
USW-Enterprise-8-PoE(120W),Reliable performance,3
USW-Pro-8-PoE(120W),Layer 3 switch with PoE+ and PoE++ output,0
USW-Pro-8-PoE(120W),Enterprise-grade quality,1
USW-Pro-8-PoE(120W),Easy to deploy and manage,2
USW-Pro-8-PoE(120W),Reliable performance,3
USW-Ultra-210W(202W),8-port GbE PoE switch with versatile mounting options,0
USW-Ultra-210W(202W),Enterprise-grade quality,1
USW-Ultra-210W(202W),Easy to deploy and manage,2
USW-Ultra-210W(202W),Reliable performance,3
USW-Ultra-60W(52W),8-port GbE PoE switch with versatile mounting options,0
USW-Ultra-60W(52W),Enterprise-grade quality,1
USW-Ultra-60W(52W),Easy to deploy and manage,2
USW-Ultra-60W(52W),Reliable performance,3
USW-Ultra(42W),8-port GbE PoE switch with versatile mounting options,0
USW-Ultra(42W),Enterprise-grade quality,1
USW-Ultra(42W),Easy to deploy and manage,2
USW-Ultra(42W),Reliable performance,3
USW-Flex-2.5G-8-PoE(196W),5 GbE PoE++ switch with a 10 GbE RJ45/SFP+ combination uplink port that can be powered with PoE+++ or an AC power adapter,0
USW-Flex-2.5G-8-PoE(196W),Enterprise-grade quality,1
USW-Flex-2.5G-8-PoE(196W),Easy to deploy and manage,2
USW-Flex-2.5G-8-PoE(196W),Reliable performance,3
USW-Flex-2.5G-8,5 GbE switch with a 10 GbE RJ45/SFP+ combination uplink port that can be powered with a USB-C or PoE+ adapter,0
USW-Flex-2.5G-8,Enterprise-grade quality,1
USW-Flex-2.5G-8,Easy to deploy and manage,2
USW-Flex-2.5G-8,Reliable performance,3
USW-Flex-2.5G-5,5G switch that can be powered with PoE or a USB-C adapter,0
USW-Flex-2.5G-5,Enterprise-grade quality,1
USW-Flex-2.5G-5,Easy to deploy and manage,2
USW-Flex-2.5G-5,Reliable performance,3
USW-Flex-Mini,Layer 2 switch that can be powered with PoE or a 5V USB-C adapter,0
USW-Flex-Mini,Enterprise-grade quality,1
USW-Flex-Mini,Easy to deploy and manage,2
USW-Flex-Mini,Reliable performance,3
USW-Flex(46W),Flexible 5-port,0
USW-Flex(46W),Layer 2 PoE switch for indoor and outdoor use,1
USW-Flex(46W),that can be powered with PoE++,2
USW-Flex(46W),Reliable performance,3
USW-Flex-Utility,The Switch Flex Utility is an outdoor weatherproof enclosure designed for use with the Switch Flex,0
USW-Flex-Utility,Enterprise-grade quality,1
USW-Flex-Utility,Easy to deploy and manage,2
USW-Flex-Utility,Reliable performance,3
UACC-Flex-Utility-Pro,A universal outdoor weatherproof enclosure,0
UACC-Flex-Utility-Pro,Protect your networking gear in any environment with this versatile,1
UACC-Flex-Utility-Pro,durable enclosure,2
UACC-Flex-Utility-Pro,designed for both wall and pole mounting,3
USW-Flex-XG,Layer 2 Switch that supports 10 GbE speeds and can be powered with PoE or a 5V USB-C adapter,0
USW-Flex-XG,Enterprise-grade quality,1
USW-Flex-XG,Easy to deploy and manage,2
USW-Flex-XG,Reliable performance,3
E7,Enterprise-grade indoor access point with 10-stream WiFi 7 performance,0
E7,a 10 GbE uplink,1
E7,and a redundant GbE port for high availability,2
E7,Reliable performance,3
E7-Campus,High-performance networking solution,0
E7-Campus,Enterprise-grade reliability,1
E7-Campus,Easy management and monitoring,2
E7-Campus,Scalable architecture,3
E7-Audience,Enterprise-grade,0
E7-Audience,indoor/outdoor access point designed for high-density environments with 12-stream 5 GHz and 6 GHz WiFi 7 performance,1
E7-Audience,a 10 GbE uplink,2
E7-Audience,and a redundant GbE port for high availability,3
U7-Pro-XGS,Ceiling-mounted 8-stream WiFi 7 AP with dedicated spectral scanning radio and 10/5/2,0
U7-Pro-XGS,5/1 GbE support,1
U7-Pro-XGS,Easy to deploy and manage,2
U7-Pro-XGS,Reliable performance,3
U7-Pro-XG,High-performance networking solution,0
U7-Pro-XG,Enterprise-grade reliability,1
U7-Pro-XG,Easy management and monitoring,2
U7-Pro-XG,Scalable architecture,3
U7-Pro-Max,Ceiling-mounted WiFi 7 AP with 8 spatial streams,0
U7-Pro-Max,6 GHz support,1
U7-Pro-Max,and a dedicated spectral scanning engine for interference-free WiFi in demanding,2
U7-Pro-Max,large-scale environments,3
U7-Pr0,Ceiling-mounted WiFi 7 AP with 6 spatial streams,0
U7-Pr0,6 GHz support for interference-free WiFi in demanding,1
U7-Pr0,large-scale environments,2
U7-Pr0,Reliable performance,3
U7-LR,ceiling-mount WiFi 7 AP with 5 spatial streams and extended signal range,0
U7-LR,Enterprise-grade quality,1
U7-LR,Easy to deploy and manage,2
U7-LR,Reliable performance,3
U7-Lite,ceiling-mount WiFi 7 AP with 4 spatial streams and 2,0
U7-Lite,5 GbE uplink,1
U7-Lite,Easy to deploy and manage,2
U7-Lite,Reliable performance,3
U6-Enterprise,Ceiling-mounted WiFI 6E AP with 10 spatial streams and 6 GHz support to provide seamless,0
U6-Enterprise,multi-band coverage within high client density environments,1
U6-Enterprise,Easy to deploy and manage,2
U6-Enterprise,Reliable performance,3
U6-Pro,Ceiling-mounted WiFi 6 AP with 6 spatial streams designed for large offices,0
U6-Pro,Enterprise-grade quality,1
U6-Pro,Easy to deploy and manage,2
U6-Pro,Reliable performance,3
U6-PLUS,ceiling-mounted WiFi 6 AP with 4 spatial streams that improves upon the U6 Lite with higher performance and dual-band WiFi 6 support,0
U6-PLUS,Ideal for small and medium-sized businesses,1
U6-PLUS,Easy to deploy and manage,2
U6-PLUS,Reliable performance,3
UAP-AC-PRO,Ceiling-mounted WiFi 5 AP with 6 spatial streams designed for large offices,0
UAP-AC-PRO,Enterprise-grade quality,1
UAP-AC-PRO,Easy to deploy and manage,2
UAP-AC-PRO,Reliable performance,3
U7-Pro-XG-Wall,Wall-mounted 6 GHz-ready WiFi 7 AP with 1/2,0
U7-Pro-XG-Wall,5/10 GbE support,1
U7-Pro-XG-Wall,Easy to deploy and manage,2
U7-Pro-XG-Wall,Reliable performance,3
U7-Pro-Wall,High-performance networking solution,0
U7-Pro-Wall,Enterprise-grade reliability,1
U7-Pro-Wall,Easy management and monitoring,2
U7-Pro-Wall,Scalable architecture,3
U7-IW,Wall-mounted WiFi 7 AP with 4 spatial streams and an integrated 2,0
U7-IW,5 GbE PoE switch designed for hospitality environments,1
U7-IW,Easy to deploy and manage,2
U7-IW,Reliable performance,3
U6-Enterprise-IW,Wall-mounted WiFi 6E AP with 10 spatial streams,0
U6-Enterprise-IW,6 GHz support,1
U6-Enterprise-IW,and a built-in 4-port switch,2
U6-Enterprise-IW,Designed for high-density office networks,3
U6-IW,Wall-mounted WiFi 6 AP with 6 spatial streams and a built-in 4‑port switch ideal for single-room coverage in hospitality environments,0
U6-IW,Enterprise-grade quality,1
U6-IW,Easy to deploy and manage,2
U6-IW,Reliable performance,3
U6-Extender,Easy-to-deploy WiFi 6 coverage extender that fits a standard wall outlet,0
U6-Extender,Enterprise-grade quality,1
U6-Extender,Easy to deploy and manage,2
U6-Extender,Reliable performance,3
U7-Pro-Outdoor,All-weather IP67 WiFi 7 AP with 6 spatial streams,0
U7-Pro-Outdoor,extended-range AFC 6 GHz support,1
U7-Pro-Outdoor,integrated directional super antenna,2
U7-Pro-Outdoor,and articulation mounting bracket,3
U7-Outdoor,High-performance networking solution,0
U7-Outdoor,Enterprise-grade reliability,1
U7-Outdoor,Easy management and monitoring,2
U7-Outdoor,Scalable architecture,3
U6-Mesh,indoor/outdoor WiFi 6 AP with 6 spatial streams designed for mesh applications,0
U6-Mesh,Enterprise-grade quality,1
U6-Mesh,Easy to deploy and manage,2
U6-Mesh,Reliable performance,3
U6-Mesh-Pro,indoor/outdoor WiFi 6 AP with 4 spatial streams,0
U6-Mesh-Pro,an integrated super antenna,1
U6-Mesh-Pro,and a gigabit passthrough port,2
U6-Mesh-Pro,Reliable performance,3
AC Mesh,indoor/outdoor WiFi 5 AP with 4 spatial streams and optional external antenna support for directional coverage,0
AC Mesh,Enterprise-grade quality,1
AC Mesh,Easy to deploy and manage,2
AC Mesh,Reliable performance,3
UK-Ultra,Incredibly compact,0
UK-Ultra,indoor/outdoor AP with versatile mounting options and long-range external antenna support,1
UK-Ultra,Easy to deploy and manage,2
UK-Ultra,Reliable performance,3
Product Collection,Enterprise-grade,0
Product Collection,indoor/outdoor access point designed for high-density environments with 12-stream 5 GHz and 6 GHz WiFi 7 performance,1
Product Collection,a 10 GbE uplink,2
Product Collection,and a redundant GbE port for high availability,3
UWB-XG,High-performance networking solution,0
UWB-XG,Enterprise-grade reliability,1
UWB-XG,Easy management and monitoring,2
UWB-XG,Scalable architecture,3
UDB-Pro-Sector,5 GHz point-to-multipoint access point that wirelessly bridges 50+ Device Bridge Pro clients at 5+ km distances,0
UDB-Pro-Sector,Enterprise-grade quality,1
UDB-Pro-Sector,Easy to deploy and manage,2
UDB-Pro-Sector,Reliable performance,3
UDB-Pro,High-performance networking solution,0
UDB-Pro,Enterprise-grade reliability,1
UDB-Pro,Easy management and monitoring,2
UDB-Pro,Scalable architecture,3
UDB,Plug-and-play,0
UDB,wireless bridging PoE adapter with integrated UniFI WiFI Auto-Link,1
UDB,Easy to deploy and manage,2
UDB,Reliable performance,3
UBB,60 GHz wireless point-to-point bridge with a 5 GHz backup radio,0
UBB,Enterprise-grade quality,1
UBB,Easy to deploy and manage,2
UBB,Reliable performance,3
UDB-Switch(35W),Compact PoE+ switch* with (1) 10 GbE port,0
UDB-Switch(35W),5 GbE ports,1
UDB-Switch(35W),and 6 GHz-ready WiFi 7 bridging integration for seamless,2
UDB-Switch(35W),high-capacity wireless uplink to UniFi WiFi,3
UBB-XG,60 GHz wireless point-to-point bridge with a 10G SFP+ uplink for maximum performance and a 5 GHz backup radio,0
UBB-XG,Enterprise-grade quality,1
UBB-XG,Easy to deploy and manage,2
UBB-XG,Reliable performance,3
UDB-IoT,Ultra-compact wireless bridge for IoT devices with integrated UniFi WiFi Auto-Link,0
UDB-IoT,versatile mounting options,1
UDB-IoT,and powered by USB Type-C or 4-pin DC socket,2
UDB-IoT,Reliable performance,3
UTR,An ultra-slim travel router that instantly extends your UniFi Network wherever you are,0
UTR,bringing secure,1
UTR,familiar connectivity to remote locations,2
UTR,Reliable performance,3
