id,name,category,subfilter,image,short_description,is_new,sku
U6-Enterprise,U6 Enterprise,WiFi,Flagship,/images/products/Product-UDR-5G-Max.png,"Ceiling-mounted WiFI 6E AP with 10 spatial streams and 6 GHz support to provide seamless, multi-band coverage within high client density environments.",0,U6-ENTERPRISE
U6-Pro,U6 Pro,WiFi,Flagship,/images/products/Product-UDR-5G-Max.png,Ceiling-mounted WiFi 6 AP with 6 spatial streams designed for large offices.,0,U6-PRO
U6-PLUS,U6+,WiFi,Flagship,/images/products/Product-UDR-5G-Max.png,"Compact, ceiling-mounted WiFi 6 AP with 4 spatial streams that improves upon the U6 Lite with higher performance and dual-band WiFi 6 support. Ideal for small and medium-sized businesses.",0,U6-PLUS
UAP-AC-PRO,AC Pro,WiFi,Flagship,/images/products/Product-UDR-5G-Max.png,Ceiling-mounted WiFi 5 AP with 6 spatial streams designed for large offices.,0,UAP-AC-PRO
U7-Pro-XG-Wall,U7 Pro XG Wall,WiFi,Wall,/images/products/Product-UDR-5G-Max.png,Wall-mounted 6 GHz-ready WiFi 7 AP with 1/2.5/10 GbE support.,0,U7-PRO-XG-WALL
U7-Pro-Wall,U7 Pro Wall,WiFi,Wall,/images/products/Product-UDR-5G-Max.png,Wall-mounted WiFi 7 AP with 6 spatial streams and 6 GHz support tailored for home builders with seamless installation options.,0,U7-PRO-WALL
U7-IW,U7 In-Wall,WiFi,Wall,/images/products/Product-UDR-5G-Max.png,Wall-mounted WiFi 7 AP with 4 spatial streams and an integrated 2.5 GbE PoE switch designed for hospitality environments.,0,U7-IW
U6-Enterprise-IW,U6 Enterprise In-Wall,WiFi,Wall,/images/products/Product-UDR-5G-Max.png,"Wall-mounted WiFi 6E AP with 10 spatial streams, 6 GHz support, and a built-in 4-port switch. Designed for high-density office networks.",0,U6-ENTERPRISE-IW
U6-IW,U6 In-Wall,WiFi,Wall,/images/products/Product-UDR-5G-Max.png,Wall-mounted WiFi 6 AP with 6 spatial streams and a built-in 4‑port switch ideal for single-room coverage in hospitality environments.,0,U6-IW
U6-Extender,U6 Extender,WiFi,Wall,/images/products/Product-UDR-5G-Max.png,Easy-to-deploy WiFi 6 coverage extender that fits a standard wall outlet.,0,U6-EXTENDER
U7-Pro-Outdoor,U7 Pro Outdoor,WiFi,Outdoor,/images/products/Product-UDR-5G-Max.png,"All-weather IP67 WiFi 7 AP with 6 spatial streams, extended-range AFC 6 GHz support, integrated directional super antenna, and articulation mounting bracket.",0,U7-PRO-OUTDOOR
U7-Outdoor,U7 Outdoor,WiFi,Outdoor,/images/products/Product-UDR-5G-Max.png,"All-weather IP67 WiFi 7 AP with 4 spatial streams, an integrated directional super antenna, and versatile mounting options",0,U7-OUTDOOR
U6-Mesh,U6 Mesh,WiFi,Outdoor,/images/products/Product-UDR-5G-Max.png,"Sleek, indoor/outdoor WiFi 6 AP with 6 spatial streams designed for mesh applications",0,U6-MESH
U6-Mesh-Pro,U6 Mesh Pro,WiFi,Outdoor,/images/products/Product-UDR-5G-Max.png,"Sleek, indoor/outdoor WiFi 6 AP with 4 spatial streams , an integrated super antenna, and a gigabit passthrough port.",0,U6-MESH-PRO
AC Mesh,UAP-AC-M,WiFi,Outdoor,/images/products/Product-UDR-5G-Max.png,"Compact, indoor/outdoor WiFi 5 AP with 4 spatial streams and optional external antenna support for directional coverage.",0,AC-MESH
UK-Ultra,Swiss Army Knife,WiFi,Outdoor,/images/products/Product-UDR-5G-Max.png,"Incredibly compact, indoor/outdoor AP with versatile mounting options and long-range external antenna support.",0,UK-ULTRA
Product Collection,E7 Audience,WiFi,Mega Capacity,/images/products/Product-UDR-5G-Max.png,"Enterprise-grade, indoor/outdoor access point designed for high-density environments with 12-stream 5 GHz and 6 GHz WiFi 7 performance, a 10 GbE uplink, and a redundant GbE port for high availability.",0,PRODUCT-COLLECTION
UWB-XG,WiFI BaseStation XG,WiFi,Mega Capacity,/images/products/Product-UDR-5G-Max.png,"Tri-radio WiFi 5 AP with 12 spatial streams and a selectable beamforming antenna, designed for high-density applications at large venue.",0,UWB-XG
UDB-Pro-Sector,Device Bridge Pro Sector,WiFi,Bridging,/images/products/Product-UDR-5G-Max.png,5 GHz point-to-multipoint access point that wirelessly bridges 50+ Device Bridge Pro clients at 5+ km distances.,0,UDB-PRO-SECTOR
UDB-Pro,Device Bridge Pro ,WiFi,Bridging,/images/products/Product-UDR-5G-Max.png,5 GHz wireless bridge with PoE output that connects at 5+ km distance or seamlessly uplinks to UniFI WiFI.,0,UDB-PRO
UDB,Device Bridge,WiFi,Bridging,/images/products/Product-UDR-5G-Max.png,"Plug-and-play, wireless bridging PoE adapter with integrated UniFI WiFI Auto-Link.",0,UDB
UBB,Building Bridge,WiFi,Bridging,/images/products/Product-UDR-5G-Max.png,60 GHz wireless point-to-point bridge with a 5 GHz backup radio.,0,UBB
UDB-Switch(35W),Device Bridge Switch,WiFi,Bridging,/images/products/Product-UDR-5G-Max.png,"Compact PoE+ switch* with (1) 10 GbE port, (7) 2.5 GbE ports, and 6 GHz-ready WiFi 7 bridging integration for seamless, high-capacity wireless uplink to UniFi WiFi..",0,UDB-SWITCH-35W-
UBB-XG,Device Bridge XG,WiFi,Bridging,/images/products/Product-UDR-5G-Max.png,60 GHz wireless point-to-point bridge with a 10G SFP+ uplink for maximum performance and a 5 GHz backup radio.,0,UBB-XG
UDB-IoT,Device Bridge IoT,WiFi,Bridging,/images/products/Product-UDR-5G-Max.png,"Ultra-compact wireless bridge for IoT devices with integrated UniFi WiFi Auto-Link, versatile mounting options, and powered by USB Type-C or 4-pin DC socket.",0,UDB-IOT
UTR,UniFI Travel Router,WiFi,Bridging,/images/products/Product-UDR-5G-Max.png,"An ultra-slim travel router that instantly extends your UniFi Network wherever you are, bringing secure, familiar connectivity to remote locations..",0,UTR
